video_id,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type,category,corpus,color
NrlVd8CJWp4,25.07,-4.07,-4.33,1.05,-2.23,3.07,Informational interaction,Gaming,Y,2
nT-9mTmGPos,31.55,-3.21,-0.53,8.11,-3.22,3.89,Informational interaction,People & Blogs,Y,2
nt3R2JO3dOw,-8.17,1.55,1.49,-1.49,-0.12,-1.92,General narrative exposition,Entertainment,Y,2
nt9OJD5fz6A,22.1,-4.33,-1.32,0.9,-0.25,-1.52,Informational interaction,Entertainment,Y,2
NtAaFiTOw4o,0.49,1.56,0.89,-0.83,-0.16,0.24,Involved persuasion,Entertainment,Y,2
nViqGndQlvs,33.41,-3.0,-2.08,2.94,-0.99,-0.14,Informational interaction,Howto & Style,Y,2
nVL_PqvPS9U,3.16,-2.96,6.08,2.07,-1.77,-0.33,Involved persuasion,Education,Y,2
nVTJb-xnoWw,29.09,-3.84,-2.62,5.44,-1.49,-0.79,Informational interaction,Science & Technology,Y,2
NvZ_hNLQWJ0,2.89,-5.18,-2.84,5.77,0.17,3.36,Involved persuasion,Gaming,Y,2
nwavvrxLMIA,19.62,-2.29,-1.44,-1.46,-3.32,2.0,Informational interaction,Gaming,Y,2
nxkiKGZO94s,27.45,-2.29,-1.47,-0.43,-1.47,0.93,Informational interaction,People & Blogs,Y,2
NXqIG9SehwU,25.1,-4.36,-2.12,1.16,0.16,2.81,Informational interaction,People & Blogs,Y,2
NXSD6bMUh88,18.12,-3.72,-1.61,3.18,-1.16,2.78,Informational interaction,Entertainment,Y,2
nyEXIefzs1w,30.13,-6.35,-3.49,2.8,-3.23,-0.12,Informational interaction,Sports,Y,2
Nz0tEWmHxcw,19.12,-1.88,-1.6,4.55,-1.06,2.84,Informational interaction,Education,Y,2
nZp2GFDqlJo,35.33,-7.38,-7.04,-1.36,-3.92,-1.24,Informational interaction,Gaming,Y,2
NZt4R178Y0U,18.63,-4.26,-4.36,1.46,-1.52,1.57,Informational interaction,Entertainment,Y,2
NzWiBbqGLjI,17.16,-5.76,-4.28,1.72,-0.65,4.09,Informational interaction,Film & Animation,Y,2
nzZrF3qTGqI,6.36,-0.59,-2.34,-3.44,-3.1,-1.14,Involved persuasion,Sports,Y,2
O0s_Iq1YlTU,16.08,-5.89,-10.2,0.58,-0.68,0.86,Informational interaction,Education,Y,2
o1RxW79yXJY,3.24,-6.09,-3.17,-1.02,0.42,-1.26,Involved persuasion,Education,Y,2
O57e65ASeUo,28.65,-1.37,-6.16,0.42,-3.44,0.76,Informational interaction,Gaming,Y,2
o5qnlOgnO68,21.34,-3.49,-2.07,1.46,3.55,3.61,Informational interaction,Education,Y,2
O6yoM77Rck0,20.12,-3.41,-2.94,1.0,-1.23,-0.31,Informational interaction,Gaming,Y,2
O7o6Lwxu0KY,33.79,-3.65,-2.67,2.16,-2.89,0.5,Informational interaction,Gaming,Y,2
o7PF56WQriY,-0.8,-2.66,2.25,-3.16,-1.01,-0.26,Involved persuasion,Music,Y,2
O9IBavhC_5g,15.87,-0.67,-1.53,-4.25,-0.44,3.21,Involved persuasion,Sports,Y,2
o9uJnZMdiXY,13.68,-3.46,-6.39,-2.33,-2.43,0.73,Involved persuasion,Entertainment,Y,2
O9XgTTP8SiI,-0.129999999999999,2.66,2.0,9.2,-2.42,-1.14,Involved persuasion,Pets & Animals,Y,2
oaDpbIfP0y4,31.3,-4.48,-3.51,0.7,-0.56,1.19,Informational interaction,People & Blogs,Y,2
oaYBezQG3zk,2.27,0.25,-2.42,-0.66,-0.61,-0.96,Involved persuasion,News & Politics,Y,2
OB0wh9JpbK0,3.52,-1.45,-0.44,2.69,0.13,1.29,Involved persuasion,Gaming,Y,2
ob4jRqkEAc0,19.5,-3.19,-2.99,-0.87,-2.42,2.21,Informational interaction,Entertainment,Y,2
obLU4R8nE68,10.73,-5.22,-1.1,1.37,-2.64,0.05,Involved persuasion,Education,Y,2
oCId7sEQTSo,29.19,-2.67,0.9,-2.88,-2.24,2.02,Informational interaction,Education,Y,2
oclgvdwzrro,26.0,-3.45,-2.14,5.48,-0.26,2.36,Informational interaction,Gaming,Y,2
OCoutBb47IU,4.61,-0.4,-3.83,-3.74,-1.36,-0.19,Imaginative narrative,Sports,Y,2
oDDeV_7Ca4I,17.07,-4.23,-2.41,3.42,-1.74,2.43,Involved persuasion,Gaming,Y,2
ODf1LaOv_Qo,-5.75,-4.14,2.69,-0.71,-0.84,-0.92,General narrative exposition,Science & Technology,Y,2
odsElDBRRDg,28.41,-3.42,-3.13,3.49,-2.35,-0.79,Informational interaction,Education,Y,2
oDTkmQ-eZhw,31.78,-3.97,-2.79,-0.0100000000000002,-2.3,-0.95,Informational interaction,Gaming,Y,2
OdyIlAjk2z8,16.29,-6.53,-10.11,6.56,-1.59,1.22,Informational interaction,Education,Y,2
OE17LVomPz0,-1.88,-3.69,4.0,-6.49,7.13,-0.22,General narrative exposition,Education,Y,2
OEC6JC0zkSo,11.91,-1.29,2.99,-1.34,-2.77,8.22,Involved persuasion,Gaming,Y,2
oeCiZXWNifo,19.36,-1.73,-0.54,-0.85,-3.0,2.03,Informational interaction,Sports,Y,2
oEnksYEAIVI,4.93,-2.5,1.96,0.21,2.03,-0.88,Involved persuasion,News & Politics,Y,2
oEwvo_WMwvM,23.27,-2.59,-2.62,2.18,0.94,2.68,Informational interaction,Gaming,Y,2
of95tDPxKRY,29.13,-0.96,-1.53,-2.28,-1.82,-0.45,Informational interaction,Entertainment,Y,2
ofGWhtjKBDM,18.42,-2.75,-2.01,-0.83,-2.32,0.93,Informational interaction,Gaming,Y,2
ofOjgXYELhQ,-6.39,-3.13,-2.55,-4.49,-2.65,-1.5,General narrative exposition,Sports,Y,2
og0AeRHRVq8,21.71,-1.09,-2.84,7.89,-1.28,-0.12,Informational interaction,Howto & Style,Y,2
OG2psFFUrEc,33.5,-4.63,-2.4,4.95,-3.07,2.79,Informational interaction,People & Blogs,Y,2
og_0XbsKvtI,31.61,-3.96,-2.89,2.39,-2.71,1.67,Informational interaction,Music,Y,2
OH3QCajKS8Y,31.94,-5.33,-2.76,-2.83,0.79,1.9,Informational interaction,People & Blogs,Y,2
oh8EU8z6Z7A,17.75,-4.49,-2.5,-3.59,-1.05,-0.64,Informational interaction,Film & Animation,Y,2
ohlOA2KwlFY,3.48,-6.21,0.71,-3.96,0.48,0.31,Involved persuasion,Music,Y,2
oHNpQi5xshI,21.22,-2.03,-3.44,-0.54,-0.9,2.2,Informational interaction,Howto & Style,Y,2
OHS1vd0Diy0,14.71,-4.57,-2.88,1.32,-1.89,2.6,Involved persuasion,People & Blogs,Y,2
OHxeMc9qxKA,22.52,-2.22,-2.13,-0.95,-2.25,0.86,Informational interaction,Gaming,Y,2
oIaXzXuDBi8,25.41,-5.27,-1.2,0.4,-0.0900000000000001,-0.14,Informational interaction,Sports,Y,2
OiPtEQ4qdwY,4.7,-2.32,6.77,4.42,0.38,1.46,Involved persuasion,Education,Y,2
OIYm40L3Y6w,20.44,-3.61,-3.55,-0.54,-0.74,2.65,Informational interaction,People & Blogs,Y,2
OJ6Oy4cdCPo,-0.92,-2.14,1.69,-0.36,0.39,-0.21,Involved persuasion,Film & Animation,Y,2
OjAUTduO_Fk,2.3,1.3,-2.98,-4.43,-2.73,-1.85,Imaginative narrative,Sports,Y,2
ojnmbrryNtQ,29.02,-4.55,-2.53,-4.2,-3.23,0.34,Informational interaction,Entertainment,Y,2
OJOu8U9qzpM,20.35,-3.45,-3.49,-1.77,-3.09,1.72,Informational interaction,Gaming,Y,2
OjTfqWKoH1M,22.18,3.37,-0.18,-1.92,-0.55,-0.31,Informational interaction,Sports,Y,2
OK00k47RMPI,24.9,-5.35,-4.11,4.94,-1.39,7.14,Informational interaction,Education,Y,2
OKkhw83xx3M,27.3,-0.59,-1.68,-1.49,-3.38,0.53,Informational interaction,Entertainment,Y,2
OL8fKGWWueo,24.23,-3.55,-3.35,4.8,-1.91,0.77,Informational interaction,Gaming,Y,2
OLH7NHR0ses,9.28,-7.38,-3.37,-9.27,-3.92,-3.5,Situated reportage,Gaming,Y,2
olw6I36XTFs,21.73,-3.4,0.48,-0.62,-2.87,5.62,Informational interaction,Entertainment,Y,2
oN2Qw_d5xtU,20.17,-3.91,-1.39,2.28,-1.75,3.22,Informational interaction,People & Blogs,Y,2
oNEgdtQ0bwo,1.98,-2.71,-4.04,-3.56,-0.34,-1.0,Situated reportage,Sports,Y,2
oNjOHybvcUM,-3.23,0.16,2.08,1.36,0.65,-0.53,General narrative exposition,News & Politics,Y,2
oO0DAhE0_jA,24.64,-3.07,-1.4,0.0300000000000001,-0.34,1.88,Informational interaction,Entertainment,Y,2
oo61GYrdawo,24.0,-4.73,-1.97,-6.44,-3.12,-0.97,Informational interaction,Gaming,Y,2
ooWo24yPkrs,-7.77,22.65,-0.79,-4.73,-3.92,-3.5,Imaginative narrative,Gaming,Y,2
oO_TvpqCqUA,26.72,-2.63,-0.4,3.55,-1.15,0.62,Informational interaction,People & Blogs,Y,2
oP2AoBBWQxo,28.06,-4.21,-2.6,-0.45,-0.94,0.72,Informational interaction,People & Blogs,Y,2
OQcTc9u2Zu8,10.95,-3.42,-0.51,3.42,-3.14,-0.4,Involved persuasion,Music,Y,2
OR7EpA4hlIQ,24.83,-3.89,-1.1,-0.11,-2.45,3.36,Informational interaction,Entertainment,Y,2
oRbgObohtMI,27.02,3.1,0.88,14.25,-0.38,6.11,Informational interaction,People & Blogs,Y,2
OrkPTiZvQoY,13.07,-4.2,-2.82,-0.76,-0.57,0.73,Involved persuasion,Autos & Vehicles,Y,2
oRouSBp7kbY,31.18,-4.36,-3.62,-3.39,-2.99,0.7,Informational interaction,Gaming,Y,2
oSEJbEb_WKk,26.2,-6.06,-4.3,0.83,-0.59,0.0700000000000001,Informational interaction,People & Blogs,Y,2
OSkKYAL2AVo,-12.4,-3.15,0.0999999999999996,-4.91,4.0,2.41,Scientific exposition,People & Blogs,Y,2
OSp66iHYLuY,31.07,-3.15,-4.65,-1.36,0.58,1.5,Informational interaction,People & Blogs,Y,2
oTa5Fqkhv3g,0.69,-3.93,-2.47,2.33,-0.0800000000000001,1.24,Involved persuasion,Science & Technology,Y,2
otDkdKPvcMI,-10.52,-2.73,5.25,-2.17,0.34,-0.74,General narrative exposition,People & Blogs,Y,2
OTHyYcxqQaQ,11.99,-4.46,-5.29,-2.83,0.98,0.88,Involved persuasion,Entertainment,Y,2
ou6OJFNAsn0,33.53,-3.62,-2.25,0.0200000000000005,-3.03,-1.09,Informational interaction,Howto & Style,Y,2
ouseNcAD8EQ,8.66,-1.07,-1.22,-1.27,0.23,0.45,Involved persuasion,News & Politics,Y,2
oVh_6DV_tZE,27.88,-1.48,0.0599999999999998,-1.49,-0.74,0.05,Informational interaction,Education,Y,2
OVk4YXwJp98,1.6,-4.03,2.75,3.56,1.18,-2.21,Involved persuasion,Science & Technology,Y,2
oVrpo_MK6yA,0.13,-2.69,-3.9,-6.29,-1.03,0.53,Situated reportage,Sports,Y,2
OXA0n9MoFyo,-10.01,-0.22,0.53,-2.05,-0.62,0.33,General narrative exposition,Sports,Y,2
OYMQemOb-8U,35.79,-1.16,-3.86,1.56,-2.98,-0.45,Informational interaction,Entertainment,Y,2
oYy4D-Q4k98,21.26,-1.24,-6.26,4.64,2.26,-0.35,Informational interaction,Education,Y,2
oz6IfSTa03A,-4.24,-4.06,5.63,1.51,3.36,0.81,General narrative exposition,Education,Y,2
O_KdTMr47s4,13.96,-4.6,-2.99,0.67,0.0199999999999996,4.64,Involved persuasion,Autos & Vehicles,Y,2
O_MBNKnPxis,-5.38,0.82,-0.28,-4.33,1.09,2.02,General narrative exposition,Education,Y,2
o_Ubm7OI8t4,12.7,-4.86,-0.93,2.0,-3.69,2.66,Involved persuasion,Education,Y,2
o_UXy2-sY3U,-5.87,-0.19,3.71,-1.86,3.0,1.83,General narrative exposition,Sports,Y,2
O_YkgGbnhVU,26.54,-0.11,-1.06,7.16,-0.62,1.34,Informational interaction,Autos & Vehicles,Y,2
p-beRNg3_VI,22.3,-5.1,-1.11,1.64,-2.36,3.96,Informational interaction,People & Blogs,Y,2
P-jHQKFRCbk,20.39,-4.75,-2.39,-1.27,-3.12,1.66,Informational interaction,People & Blogs,Y,2
P-kYlYt-IOI,3.23,-4.69,-3.25,-3.36,-3.92,-2.07,Involved persuasion,Sports,Y,2
p-OoQNgxrlU,10.22,-2.56,-2.09,1.72,-1.45,-1.02,Involved persuasion,Entertainment,Y,2
P11HJpHxhG0,27.05,-6.56,-4.2,5.3,-1.28,1.19,Informational interaction,Howto & Style,Y,2
p1mr8ygnpAE,22.34,-3.99,-1.47,1.77,1.39,2.74,Informational interaction,People & Blogs,Y,2
p2rlAATWz7c,26.39,-1.72,-2.19,2.64,-2.93,0.57,Informational interaction,Entertainment,Y,2
p2xqOUPusH4,23.56,-2.48,-3.78,0.73,-0.43,0.69,Informational interaction,Gaming,Y,2
P3_NAsFYQto,19.71,-4.54,-4.49,-3.07,-3.92,-2.12,Informational interaction,Gaming,Y,2
p4k7oMPq1Cs,18.38,-4.47,0.42,0.0800000000000001,-1.9,0.5,Informational interaction,Science & Technology,Y,2
P6jTtRbQ79w,1.01,-5.33,-0.66,7.86,-1.21,-1.8,Involved persuasion,Gaming,Y,2
p8DY_0Ustb4,23.68,-3.65,-3.25,-1.29,-3.02,-0.26,Informational interaction,Gaming,Y,2
P9GoOvZKaJ4,27.11,-2.78,-2.46,4.21,-1.83,2.55,Informational interaction,Gaming,Y,2
pAskR_IGrQ8,15.76,-5.36,-0.92,3.76,-0.08,1.1,Involved persuasion,Sports,Y,2
paxDYglZnhE,29.05,-4.25,-2.51,-0.69,-3.56,-0.41,Informational interaction,People & Blogs,Y,2
pBK3y3D13JI,25.07,-3.6,-3.41,-2.33,-2.91,3.53,Informational interaction,Gaming,Y,2
pbOfb84KBhk,32.24,-4.16,-2.18,0.68,-0.58,-0.19,Informational interaction,People & Blogs,Y,2
pbzj6mvaHb8,22.94,-5.13,-1.22,2.06,-1.22,1.61,Informational interaction,Autos & Vehicles,Y,2
pCJmRSX6ARo,10.81,-2.55,-1.65,0.49,2.56,0.38,Involved persuasion,Gaming,Y,2
pcYA8ENmeYQ,28.75,-4.77,-0.310000000000001,5.61,-2.45,3.04,Informational interaction,People & Blogs,Y,2
pd-5WbrHcTY,29.21,-0.69,0.21,-2.97,-1.17,1.38,Informational interaction,Entertainment,Y,2
PD6joF3Y9Zo,13.93,-1.85,-0.04,-5.14,-3.68,0.87,Involved persuasion,Music,Y,2
Pd9nRRE3ptg,23.28,0.44,-0.0299999999999998,2.37,-3.14,2.04,Informational interaction,Entertainment,Y,2
pdfBpCuAnLQ,16.43,-6.04,-4.36,1.71,-2.18,3.45,Involved persuasion,People & Blogs,Y,2
pE2sbsey6sA,15.04,-4.63,-2.26,1.97,-1.67,0.0,Involved persuasion,People & Blogs,Y,2
pEyxbsdSIVU,29.67,-5.09,-10.74,-3.82,-1.74,1.65,Informational interaction,Gaming,Y,2
PF6wuD9cJOo,12.83,-1.6,2.74,1.48,-1.33,2.29,Involved persuasion,News & Politics,Y,2
pfc1PyyYpCQ,21.34,-2.93,-2.79,-1.89,-0.18,-1.69,Informational interaction,Entertainment,Y,2
pfJ4YyDjZ50,28.97,-5.24,-4.15,0.37,-3.21,1.46,Informational interaction,Gaming,Y,2
pgMpkL4l9oU,-0.37,-1.23,-2.12,-3.85,-1.74,0.41,Involved persuasion,Sports,Y,2
pgObQL0r5vw,16.67,-3.67,-3.06,-0.96,-1.94,0.24,Involved persuasion,Autos & Vehicles,Y,2
pHDklcXFdjA,42.82,-4.55,-2.92,1.89,-2.82,1.38,Intimate interpersonal interaction,People & Blogs,Y,2
phuDEhGRBsA,20.92,-3.28,-4.6,7.22,-0.65,2.41,Informational interaction,People & Blogs,Y,2
PitkS20ZyrM,33.74,-4.68,-1.58,0.71,-2.7,-1.06,Informational interaction,Howto & Style,Y,2
PkNE49ciwjc,22.97,-4.74,-3.46,2.35,-1.27,1.74,Informational interaction,People & Blogs,Y,2
Pkvm_IzXSlk,18.76,-2.33,-0.0099999999999999,-2.77,-0.85,1.33,Informational interaction,Sports,Y,2
Pl6SWpBC4kE,25.44,-4.41,-1.04,5.94,-3.02,-1.07,Informational interaction,People & Blogs,Y,2
plhCqUtDjPA,13.94,-5.84,2.22,1.82,-2.44,3.27,Involved persuasion,People & Blogs,Y,2
Pnb2Yxri6eY,13.81,0.8,3.2,1.24,-2.08,5.84,Involved persuasion,News & Politics,Y,2
PNEIl78gvws,39.03,-2.53,-4.49,0.58,-3.27,2.02,Intimate interpersonal interaction,People & Blogs,Y,2
pO4MqzIKWas,20.09,-4.47,-2.25,-0.21,3.14,1.53,Informational interaction,Education,Y,2
pOKLFqmRXkA,15.96,2.75,-0.72,-2.66,-2.95,2.08,Imaginative narrative,Sports,Y,2
POu-66yIN5o,27.1,-1.88,-2.42,0.88,-2.12,4.86,Informational interaction,Entertainment,Y,2
poYvYfRMzBE,15.39,3.19,-0.0600000000000001,-6.29,-3.92,0.48,Imaginative narrative,People & Blogs,Y,2
pP1G-7MMCpw,25.39,-5.69,0.0299999999999999,1.84,-3.53,-0.26,Informational interaction,Film & Animation,Y,2
ppGjU6Z2qfk,15.66,-0.31,-3.1,1.45,-0.94,-0.69,Involved persuasion,Sports,Y,2
PPI-16iDbWg,-9.94,-6.26,0.0199999999999998,-5.29,0.28,-1.04,General narrative exposition,Entertainment,Y,2
ppjqOJdqkoQ,-1.71,-3.31,-3.58,-1.86,-2.15,-0.58,Situated reportage,People & Blogs,Y,2
PPTrFnG4uMM,15.97,-2.05,-2.04,-1.51,-0.33,-0.64,Involved persuasion,Entertainment,Y,2
pptuci5Hdqs,15.06,-2.55,0.47,0.0399999999999999,-0.67,0.63,Involved persuasion,Autos & Vehicles,Y,2
pQAhdhItaAo,7.14,4.12,-2.79,1.59,-0.93,1.0,Imaginative narrative,Entertainment,Y,2
pqeiiiiJQYk,18.39,-2.73,-2.5,-1.16,-2.11,2.14,Informational interaction,Entertainment,Y,2
PqILdVp7Ubk,21.59,-1.63,0.49,0.950000000000001,-2.68,2.24,Informational interaction,Nonprofits & Activism,Y,2
PqO71ws8ycc,20.12,-3.45,-0.49,-0.48,-2.09,-1.03,Informational interaction,Entertainment,Y,2
pQoHQnt2p6g,30.29,-2.97,-1.67,-1.31,-2.03,0.86,Informational interaction,Travel & Events,Y,2
pqRG88IyJTw,23.59,-4.97,-4.02,-1.3,-1.83,0.38,Informational interaction,Gaming,Y,2
PqtolQZHnag,28.16,-1.44,-2.32,-1.93,-1.35,-1.02,Informational interaction,Education,Y,2
PQUPmZSnoSQ,21.81,-4.79,-1.93,-1.38,0.31,2.53,Informational interaction,Music,Y,2
pR1ZOFrEjoI,-5.15,-3.15,-1.63,-5.77,-1.79,-2.07,General narrative exposition,Sports,Y,2
pR7J8FksvYs,32.99,-3.53,-4.13,0.66,-0.78,0.96,Informational interaction,Sports,Y,2
PS-2N6_LlGA,-5.78,-5.28,5.83,10.18,2.39,-1.69,Involved persuasion,Nonprofits & Activism,Y,2
PsDiK2v9i0o,27.44,-3.4,-3.06,1.92,-3.11,-1.78,Informational interaction,People & Blogs,Y,2
psEopFAQMFw,5.77,-1.0,-4.2,-6.32,-1.47,-0.71,Imaginative narrative,Sports,Y,2
PsN-RrbV4lc,21.03,0.03,-1.77,-2.71,-0.0299999999999999,0.47,Informational interaction,People & Blogs,Y,2
PssdV4pXMj8,6.64,-4.8,-2.77,-3.52,-0.55,3.48,Involved persuasion,People & Blogs,Y,2
psvHW5yZOj0,22.26,-4.02,-0.85,2.25,-2.34,8.04,Informational interaction,Entertainment,Y,2
PtTONWvvqEg,28.72,-3.25,-6.38,-1.91,-1.56,-1.62,Informational interaction,Entertainment,Y,2
PTUVVBQyaXE,19.68,-2.49,0.51,5.06,1.09,3.83,Informational interaction,People & Blogs,Y,2
pu6fbrFdqos,22.26,-2.53,-3.81,4.7,-3.58,-2.4,Informational interaction,Entertainment,Y,2
pu76c3HCKg4,-2.93,-3.86,4.69,2.49,4.13,-1.95,Involved persuasion,Gaming,Y,2
PVG7kGOm6ZY,24.23,-6.34,-10.92,5.39,10.29,2.88,Informational interaction,People & Blogs,Y,2
pVHyp9DZCzo,30.7,-3.14,-0.44,-4.7,-2.9,1.45,Informational interaction,People & Blogs,Y,2
pvlj9errhcA,13.37,-4.29,-0.41,-0.96,-1.18,3.31,Involved persuasion,Gaming,Y,2
pvoA6zHLGxE,20.69,-1.64,-0.68,-2.49,-0.72,-0.7,Informational interaction,Entertainment,Y,2
pwc85kKwHvo,22.38,0.86,-0.82,-2.22,-1.77,0.53,Informational interaction,Sports,Y,2
PWGb_ArCCXo,15.01,-5.42,0.0499999999999998,3.52,-1.43,2.31,Involved persuasion,People & Blogs,Y,2
pwlNRHsJfT8,17.36,-5.41,-1.94,-0.7,-0.54,-1.47,Informational interaction,People & Blogs,Y,2
pyT7SES6uqI,7.6,-2.54,-3.81,-3.68,-1.01,0.0,Involved persuasion,Sports,Y,2
PyU9zatrJHU,25.57,-5.26,-4.35,-0.61,-3.21,1.34,Informational interaction,People & Blogs,Y,2
PyzpgfR89S0,27.04,1.44,-1.65,-4.8,-3.26,-1.12,Informational interaction,Music,Y,2
PZArkvesB3U,11.04,1.62,1.29,2.67,-1.76,4.29,Involved persuasion,Sports,Y,2
PzMZPkVLAZQ,18.15,-4.15,-1.31,3.34,4.35,-1.38,Informational interaction,Science & Technology,Y,2
p_2JFZOdzlU,-2.39,1.31,3.87,1.86,-0.0600000000000001,0.62,Involved persuasion,Education,Y,2
P_g-XC03eMA,27.84,-2.68,-2.53,-5.44,-1.51,2.29,Informational interaction,Entertainment,Y,2
P_ydisw7jz0,11.64,1.25,-0.49,1.44,0.41,2.81,Involved persuasion,Gaming,Y,2
q-BnuoGta2c,21.46,-2.63,-3.8,-1.37,-2.86,1.96,Informational interaction,Gaming,Y,2
Q1RCm-2BG94,31.64,-2.52,-3.17,-3.15,-2.41,-0.64,Informational interaction,Sports,Y,2
q2eGiZ_GSo8,25.49,-1.99,-0.77,-0.22,-1.25,-0.38,Informational interaction,Music,Y,2
q33Bnh4w8Kw,1.75,-3.66,-1.5,-7.05,-2.32,0.16,Situated reportage,People & Blogs,Y,2
Q5PGMMtMU18,-2.87,-4.39,2.28,-2.47,1.37,-2.28,General narrative exposition,Autos & Vehicles,Y,2
Q6e-pUVhI64,-3.85,-2.43,-5.87,-4.29,-2.34,-0.6,Situated reportage,Sports,Y,2
Q6gd0sAzUS8,33.21,-6.38,-2.94,-5.43,-3.08,2.02,Informational interaction,People & Blogs,Y,2
Q6uhha7ZVWs,-4.22,-6.58,1.16,14.13,-0.6,-2.47,Involved persuasion,Gaming,Y,2
q8_jOziz4EA,9.22,-4.07,-1.87,0.4,-0.38,0.34,Involved persuasion,Film & Animation,Y,2
qA-iBD8U1mw,23.11,-1.66,2.19,-0.3,-2.09,0.69,Informational interaction,Entertainment,Y,2
QaD5-e6hjmY,24.32,-3.15,-1.24,-4.04,-3.13,-0.64,Informational interaction,Music,Y,2
qAeUtEXjLyU,2.73,-2.82,2.48,0.0599999999999998,0.46,1.17,Involved persuasion,News & Politics,Y,2
qaOV5oBnsdw,12.87,0.0100000000000001,3.61,-2.0,-0.91,3.79,Involved persuasion,News & Politics,Y,2
qCeJu4Pjuec,9.36,-5.5,0.62,4.15,2.08,0.17,Involved persuasion,Science & Technology,Y,2
qcF4CXnIKbg,34.42,-3.71,-1.68,-1.98,-0.94,0.81,Informational interaction,People & Blogs,Y,2
qCNi5cUtnoU,23.28,-1.1,-1.87,-0.68,-3.73,-0.38,Informational interaction,Gaming,Y,2
QD4q89KgHU8,19.63,-2.68,1.46,1.28,-3.07,1.41,Informational interaction,Entertainment,Y,2
QDDnYcn-o8I,-14.32,-1.81,7.4,-3.05,-1.04,-2.19,Learned exposition,Education,Y,2
qDwKo9D0b4Q,23.99,-4.22,-2.35,-0.25,-0.84,2.17,Informational interaction,People & Blogs,Y,2
QE5UTV6lTGA,31.64,-2.29,1.09,1.77,-2.08,1.78,Informational interaction,Education,Y,2
qEfKwI1XMLk,0.799999999999999,4.67,2.38,2.83,1.68,1.0,Involved persuasion,Entertainment,Y,2
qEL6U-EDD9g,28.1,-3.81,-0.17,5.22,-0.0600000000000001,1.79,Informational interaction,Howto & Style,Y,2
QEwsT-msnHk,22.47,-1.78,-1.33,-2.86,0.56,0.67,Informational interaction,Entertainment,Y,2
QFdoqcJEi8o,-10.55,-4.45,-2.09,0.12,-0.15,-1.26,General narrative exposition,Gaming,Y,2
qfvmv_EBqnI,21.17,1.14,-0.17,1.74,-2.57,1.2,Informational interaction,Sports,Y,2
qfXsEfLVPTE,19.57,-5.22,0.77,-0.64,-0.34,0.72,Informational interaction,Autos & Vehicles,Y,2
qGTA-BeUCtI,-10.25,-0.56,-2.92,5.01,0.81,-1.45,General narrative exposition,People & Blogs,Y,2
qH8uOpRvv5w,24.78,-1.38,-0.79,3.12,-1.26,-1.54,Informational interaction,Education,Y,2
QHh6jZujfoo,19.96,-4.66,-2.39,1.54,-0.78,2.69,Informational interaction,Gaming,Y,2
QhUlla56WbA,20.44,2.16,-4.81,0.0900000000000003,-1.44,0.9,Informational interaction,Nonprofits & Activism,Y,2
qIEZZZhOAk4,32.76,-1.6,-0.26,1.43,-3.92,1.54,Informational interaction,Comedy,Y,2
QiJNZuEJkM0,5.64,-5.3,0.39,-3.14,-3.24,-0.28,Involved persuasion,People & Blogs,Y,2
Qj2V9BAHt0o,1.99,-3.52,3.09,-4.85,-0.57,-1.64,Involved persuasion,Howto & Style,Y,2
qJlglp8KJPg,24.75,-0.22,-1.99,-5.7,-3.92,-1.54,Informational interaction,Gaming,Y,2
qjPgMfGn-Tw,26.58,-4.6,-4.0,-2.71,-3.58,-1.88,Informational interaction,Travel & Events,Y,2
QL6-pB8ILsY,27.75,-2.31,-0.0199999999999996,-5.79,-3.12,0.5,Informational interaction,People & Blogs,Y,2
qlh7OzmxiV0,9.88,-3.08,0.65,-0.93,0.83,0.19,Involved persuasion,Entertainment,Y,2
QlOMEYnhPxI,31.05,-2.07,-3.45,3.96,-3.53,3.33,Informational interaction,Education,Y,2
qLy7rWh8eVo,19.42,-2.14,-1.16,2.35,-1.61,-1.3,Informational interaction,Sports,Y,2
qMLK428I_0E,30.07,0.22,-1.33,-3.13,-3.07,0.29,Informational interaction,Gaming,Y,2
QmPdoQj40_E,0.47,-2.44,-0.86,-2.37,-0.37,-1.06,Involved persuasion,News & Politics,Y,2
QNe2hia3yGk,22.25,-5.62,-1.32,0.29,1.57,1.76,Informational interaction,Education,Y,2
Qo1eXb7_Nao,37.01,-2.37,0.74,1.3,-2.42,3.4,Informational interaction,People & Blogs,Y,2
qojQy9YAsLw,-1.18,-5.38,4.88,1.39,-2.45,2.29,Involved persuasion,Entertainment,Y,2
qoUAzmtuqNk,30.55,-6.05,-1.72,0.36,-0.0299999999999999,-0.64,Informational interaction,People & Blogs,Y,2
qP-ILfkoVzE,0.37,-2.09,3.58,-2.01,-0.8,0.05,Involved persuasion,News & Politics,Y,2
Qpcx_r-oC3s,16.41,-2.54,-2.06,0.76,1.37,1.05,Involved persuasion,Entertainment,Y,2
qQbVyHVmmKs,-10.3,-0.99,4.72,-4.57,0.0600000000000001,-0.05,General narrative exposition,News & Politics,Y,2
qQm1hDBZ8Us,29.09,-3.64,-1.76,-0.49,-1.76,3.33,Informational interaction,People & Blogs,Y,2
qQr5ktZjuQo,27.25,-3.42,-0.57,0.7,-0.94,1.26,Informational interaction,People & Blogs,Y,2
